bus_number,operator_type,service_variant,is_ac,origin,destination,route_stops,listed_stop_count,pandal_id,pandal_name,pandal_region,pandal_latitude,pandal_longitude,nearest_metro,nearest_metro_distance_km,matched_bus_stop,mapping_method,mapping_confidence,route_data_source,pandal_data_source
3C/1,Private,Standard,False,Anandapur,Nagerbazar,Ruby;Kasba;Ballygunge Station;Gariahat;Rashbehari;Kalighat;Hazra;Bhawanipur;Rabindra Sadan;Maidan;Park Street;Esplanade;Wellington;Moulali;Sealdah;Rajabazar;Maniktala;Khanna;Shyambazar;Belgachia Metro;Bangur Avenue;Diamond Plaza,22,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
12C/1B,Private,Standard,False,Pailan,Howrah Station,Thakurpukur 3A;Cancer Hospital;Kalitala Housing;Kabardanga;Keorapukur;Haridevpur;Tollygunge;Rabindra Sarovar;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Maidan Metro;Park Street;Esplanade;Dalhousie;Barabazar,18,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
13A,Private,Standard,False,S.M. Nagar,B.B.D. Bag,Sarkarpool;Jhinjhira Bazar;Brace Bridge;Taratala;Majherhat;Mominpore;Alipore Court;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Maidan Metro;Park Street;Esplanade,14,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
13C,Private,Standard,False,Old Dakghar,Baghajatin,Mollargate;Rampur Quarter;S.M. Nagar;Sarkarpool;Jhinjhira Bazar;Brace Bridge;Taratala;Majherhat;Mominpore;Alipore Court;Hazra More;Kalighat;Rashbehari;Deshapriya Park;Gariahat;Golpark;Dhakuria;Jadavpur 8B,18,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
17,Private,Standard,False,Chetla,Howrah Station,Rashbehari;Kalighat;Hazra More;Alipore Court;Mominpore;Ekbalpur;Kidderpore;Hastings;Fort William;Esplanade;Dalhousie;Barabazar,12,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
18B/1,Private,Standard,False,Dakghar,China Mandir,Moynagarh;Sarada Park;Shibrampur;Shakuntala Park;Bakultala;Behala Chowrasta;Behala 14 No.;Majerhat;Mominpore;Alipore Court;Hazra More;Kalighat;Rashbehari;Deshapriya Park;Gariahat;Ballygunge Station;Kasba PS;Bosepukur;Acropolis Mall;Ruby Hospital,20,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
18C,Private,Standard,False,Kestor More,Anandapur,Sarsuna;Bakultala;Behala Chowrasta;Behala 14 No.;Majerhat;Mominpore;Alipore Court;Hazra More;Kalighat;Rashbehari;Deshapriya Park;Gariahat;Ballygunge Station;Kasba PS;Bosepukur;Acropolis Mall;Ruby Hospital,17,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
21,Private,Standard,False,Barisha,Sealdah Station,Shilpara;Sakher Bazar;ML Gupta Road;Muchipara;Siriti More;NSHM Campus;Mahabirtala;Tollygunge Phari;Rabindra Sarovar;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Minto Park;Beckbagan;Mallick Bazar;Moulali,18,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
21/1,Private,Standard,False,Barisha,Sealdah Station,Shilpara;Sakher Bazar;Behala Chowrasta;Behala 14 No.;Taratala;New Alipore;Mahabirtala;Tollygunge Phari;Rabindra Sarovar;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Minto Park;Beckbagan;Mallick Bazar;Moulali,18,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
37A,Private,Standard,False,Dhakuria,Howrah Station,Golpark;Gariahat;Deshapriya Park;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Maidan Metro;Park Street;Esplanade;Dalhousie;Barabazar,13,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
40A,Private,Standard,False,Julpia,Babughat,Nepalgunge;Bakeshwar;Mallickpur;Sajnaberia;Mittirchak;Kabardanga;Keorapukur;Haridevpur;Siriti More;NSHM Campus;Mahabirtala;Tollygunge Phari;Rabindra Sarovar;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Maidan Metro;Park Street;Esplanade,21,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
40B,Private,Standard,False,Thakurpukur,Babughat,Cancer Hospital;Kalitala Housing;Kabardanga;Keorapukur;Haridevpur;Tollygunge;Rabindra Sarovar;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Maidan Metro;Park Street;Esplanade,15,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
41,Private,Standard,False,Layalka,Howrah Station,Bijoygarh;Gandhi Colony;Netaji Nagar;Ranikuthi;Malancha Cinema;Tollygunge;Rabindra Sarovar;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Maidan Metro;Park Street;Esplanade;Dalhousie;Barabazar,17,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
41B,Private,Standard,False,Netaji Nagar,Howrah Station,Ranikuthi;Malancha Cinema;Tollygunge;Rabindra Sarovar;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Maidan Metro;Park Street;Esplanade;Dalhousie;Barabazar,14,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
42A,Private,Standard,False,Picnic Garden,Bichali Ghat,Kustia More;Bondel Gate;Ballygunge Phari;Garcha Road;Shishu Mangal;Hazra More;Kalighat;Alipore Court;Mominpore;Ekbalpur;Kidderpore;Babubazar;Garden Reach;Ramnagar;Fatehpur;HMG College;Mudiali,17,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
45B,Private,Standard,False,Building More,Garia Station,Beleghata;Sealdah Station;Moulali;Mallick Bazar;Beckbagan;Minto Park;Lansdowne;Shishu Mangal;Hazra More;Kalighat;Rashbehari;Rabindra Sarovar;Tollygunge Phari;Anwar Shah Road;Lake Gardens;South City;Jadavpur 8B;Baghajatin;Ramgarh;Baisnabghata;Patuli More;Dhalai Bridge,22,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
47/1,Private,Standard,False,Tollygunge,Rajabazar,Rabindra Sarovar;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Maidan Metro;Park Street;Esplanade;Dalhousie;Central Metro;Bowbazar;Medical College;College Street;Sealdah Station,15,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
47B,Private,Standard,False,Laketown,Dhanmath,Kalindi More;Patipukur;Belgachia;RG Kar Hospital;Shyambazar;Rajballavpara;Sovabazar;Girish Park;MG Road;Central Metro;Chandni Market;Esplanade;Park Street;Maidan Metro;Rabindra Sadan;Bhowanipore;Hazra More;Kalighat;Rashbehari;Rabindra Sarovar;Tollygunge Phari;Anwar Shah Road;Lake Gardens;South City;Jadavpur PS;Sapuipara;Kalikapur;EM Bypass;Ruby Hospital;Acropolis Mall,30,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
80A,Private,Standard,False,Garia Metro,Esplanade,Naktala;Bansdroni;Netaji Nagar;Ranikuthi;Malancha Cinema;Tollygunge;Rabindra Sarovar;Rashbehari;Kalighat;Hazra More;Bhawani Bhawan;PTS;Fort William,13,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
80B,Private,Standard,False,Garia Metro,Esplanade,Ramgarh;Baghajatin;Jadavpur 8B;Dhakuria;Golpark;Gariahat;Deshapriya Park;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Maidan Metro;Park Street,14,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
204/1,Private,Standard,False,Chetla Park,Rajabazar,Alipore Court;Kalighat;Hazra More;Shishu Mangal;Garcha;Ballygunge Phari;4 No. Bridge;CIT Road;Chittaranjan Hospital;Moulali;Sealdah Station,11,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
205,Private,Standard,False,Bansdroni,Babughat,Netaji Nagar;Ranikuthi;Malancha Cinema;Tollygunge;Rabindra Sarovar;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Maidan Metro;Park Street;Esplanade;Dalhousie,13,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
208,Private,Standard,False,Kudghat,Howrah Station,Tollygunge;Rabindra Sarovar;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Maidan Metro;Park Street;Esplanade;Dalhousie;Barabazar,12,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
228,Private,Standard,False,Mahamayatala,Babughat,Garia Metro;Naktala;Bansdroni;Netaji Nagar;Ranikuthi;Malancha Cinema;Tollygunge;Rabindra Sarovar;Rashbehari;Kalighat;Hazra More;Bhowani Bhawan;PTS;Fort William;Esplanade,15,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
234/1,Private,Standard,False,Belgharia Station,Golf Green,Rathtala More;Dunlop More;Bonhooghly;Tobin Road;Sinthee More;Chiria More;Shyambazar;Hatibagan;Hedua More;Vivekananda Road;College Street;Medical College;Bowbazar;Central Metro;Chandni Market;Esplanade;Park Street;Maidan Metro;Rabindra Sadan;Bhowanipore;Hazra More;Kalighat;Rashbehari;Rabindra Sarovar;Tollygunge Phari;Anwar Shah Road;Lake Gardens,27,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
S-107/1,Private Mini,Mini,False,Anandapur,Howrah Station,Ruby Hospital;Acropolis Mall;Bosepukur;Kasba PS;Ballygunge Station;Gariahat;Deshapriya Park;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Maidan;Park Street;Esplanade;Dalhousie;Barabazar,17,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
S-112,Private Mini,Mini,False,Garia Station,Howrah Station,Dhalai Bridge;Garia Metro;Naktala;Bansdroni;Netaji Nagar;Ranikuthi;Malancha Cinema;Tollygunge;Rabindra Sarovar;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Maidan;Park Street;Esplanade;Dalhousie;Barabazar,19,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
33,WBTC,Standard,False,Chetla,Paikpara,Paikpara;Shyambazar;Khanna;Manicktala;Sealdah;Moulali;Padmapukur;Darga Road;Bondel Gate;Hazra;Kalighat;Alipore Road;Chetla,13,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
E-1,WBTC,Executive,False,Jadavpur 8B,Howrah Station,Jadavpur University;Dhakuria;Golpark;Southern Avenue;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Maidan;Park Street;Esplanade;Dalhousie;Burrabazar,14,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
AC-1,WBTC,AC,True,Jadavpur 8B,Howrah Station,South City;Anwar Shah Road;Tollygunge Phari;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Maidan;Park Street;Esplanade;Dalhousie;Burrabazar,13,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
S-2,WBTC,Special/Standard,False,Kudghat,Howrah Station,Tollygunge;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Maidan;Park Street;Esplanade;Dalhousie;Barabazar,11,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
S5,WBTC,Special/Standard,False,Garia 5 No. Bus Stand,Howrah Station,Baishnabghata;Ramgarh;Baghajatin;Sulekha;Jadavpur 8B;Jadavpur PS;Jodhpur Park;Dhakuria;Golpark;Southern Avenue;Rabindra Sarobar Stadium;Rashbehari;Kalighat;Hazra;Bhowanipur;Exide;Rabindra Sadan;Maidan;Park Street;Esplanade;BBD Bag;Burrabazar,22,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
AC5,WBTC,AC,True,Garia 5 No. Bus Stand,Howrah Station,Baishnabghata;Ramgarh;Baghajatin;Sulekha;Jadavpur 8B;Jadavpur PS;Jodhpur Park;Dhakuria;Golpark;Gariahat;Deshoprio Park;Rashbehari;Kalighat;Hazra;Bhowanipur;Exide;Rabindra Sadan;Maidan;Park Street;Esplanade;BBD Bag;Burrabazar,22,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
S10A,WBTC,Special/Standard,False,Ballygunge Station,Howrah Station,Gariahat;Deshoprio Park;Rashbehari;Kalighat;Hazra;Bhowanipur;Exide;Rabindra Sadan;Maidan;Park Street;Esplanade;BBD Bag;Burrabazar,13,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
AC24,WBTC,AC,True,Patuli,Howrah Station,Hiland Park;Ajaynagar;Mukundapur;Kalikapur;Ruby Crossing;Acropolis Mall;Kasba;Ballygunge Station;Gariahat;Deshoprio Park;Lake Mall;Rashbehari Crossing;Kalighat;Hazra;Bhowanipur;Exide;Maidan;Park Street;BBD Bag;GPO;Burrabazar,21,101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,Kalighat,0.5,kalighat,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
12C/1B,Private,Standard,False,Pailan,Howrah Station,Thakurpukur 3A;Cancer Hospital;Kalitala Housing;Kabardanga;Keorapukur;Haridevpur;Tollygunge;Rabindra Sarovar;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Maidan Metro;Park Street;Esplanade;Dalhousie;Barabazar,18,102,Keyatala Pally Samity Durga Puja,South Kolkata,22.513012,88.360023,Rabindra Sarobar,0.7,rabindra sarovar,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
21,Private,Standard,False,Barisha,Sealdah Station,Shilpara;Sakher Bazar;ML Gupta Road;Muchipara;Siriti More;NSHM Campus;Mahabirtala;Tollygunge Phari;Rabindra Sarovar;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Minto Park;Beckbagan;Mallick Bazar;Moulali,18,102,Keyatala Pally Samity Durga Puja,South Kolkata,22.513012,88.360023,Rabindra Sarobar,0.7,rabindra sarovar,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
21/1,Private,Standard,False,Barisha,Sealdah Station,Shilpara;Sakher Bazar;Behala Chowrasta;Behala 14 No.;Taratala;New Alipore;Mahabirtala;Tollygunge Phari;Rabindra Sarovar;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Minto Park;Beckbagan;Mallick Bazar;Moulali,18,102,Keyatala Pally Samity Durga Puja,South Kolkata,22.513012,88.360023,Rabindra Sarobar,0.7,rabindra sarovar,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
40A,Private,Standard,False,Julpia,Babughat,Nepalgunge;Bakeshwar;Mallickpur;Sajnaberia;Mittirchak;Kabardanga;Keorapukur;Haridevpur;Siriti More;NSHM Campus;Mahabirtala;Tollygunge Phari;Rabindra Sarovar;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Maidan Metro;Park Street;Esplanade,21,102,Keyatala Pally Samity Durga Puja,South Kolkata,22.513012,88.360023,Rabindra Sarobar,0.7,rabindra sarovar,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
40B,Private,Standard,False,Thakurpukur,Babughat,Cancer Hospital;Kalitala Housing;Kabardanga;Keorapukur;Haridevpur;Tollygunge;Rabindra Sarovar;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Maidan Metro;Park Street;Esplanade,15,102,Keyatala Pally Samity Durga Puja,South Kolkata,22.513012,88.360023,Rabindra Sarobar,0.7,rabindra sarovar,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
41,Private,Standard,False,Layalka,Howrah Station,Bijoygarh;Gandhi Colony;Netaji Nagar;Ranikuthi;Malancha Cinema;Tollygunge;Rabindra Sarovar;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Maidan Metro;Park Street;Esplanade;Dalhousie;Barabazar,17,102,Keyatala Pally Samity Durga Puja,South Kolkata,22.513012,88.360023,Rabindra Sarobar,0.7,rabindra sarovar,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
41B,Private,Standard,False,Netaji Nagar,Howrah Station,Ranikuthi;Malancha Cinema;Tollygunge;Rabindra Sarovar;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Maidan Metro;Park Street;Esplanade;Dalhousie;Barabazar,14,102,Keyatala Pally Samity Durga Puja,South Kolkata,22.513012,88.360023,Rabindra Sarobar,0.7,rabindra sarovar,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
42B,Private,Standard,False,Anandapur,Bichali Ghat,Ruby Hospital;Acropolis Mall;Bosepukur;Kasba PS;Ballygunge Station;Gariahat;Deshapriya Park;Rashbehari;Rabindra Sarovar;Tollygunge Phari;Mahabirtala;New Alipore;Taratala;Brace Bridge;Jhinjhira Bazar;Nature Park;Ramnagar;Kamal Talkies,18,102,Keyatala Pally Samity Durga Puja,South Kolkata,22.513012,88.360023,Rabindra Sarobar,0.7,rabindra sarovar,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
